VGS_H	VGS_L	VDS_H	VDS_L	ID_H	ID_L	L_d_int	L_s_int	L_g_int	L_d_pin	L_s_pin	L_g_pin	L_dH_ext	L_sH_ext	L_gH_ext	L_dL_ext	L_sL_ext	L_gL_ext	L_Hwire	L_Lwire
2,376987700	1,138545300	38,124409000	33,610645000	2,775761400	2,469683800	5,43e-10	3,00e-09	2,76e-08	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,013075900	1,603884000	13,664919000	27,379705000	1,413558100	2,462134300	5,43e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	6,00e-09	1,00e-09	1,43e-08	2,76e-08	3,20e-08	1,00e-09
2,715769300	1,151336500	35,779192000	35,794099000	2,390161200	1,785614200	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,87e-08	1,43e-08	1,87e-08
2,786296800	1,112538300	37,420295000	36,266464000	2,409285500	1,707159200	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,705949200	1,227736800	35,727626000	35,667365000	2,401302600	1,808987400	5,43e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,87e-08
2,803430000	1,070053500	35,077382000	36,376229000	2,291177300	1,682882100	5,43e-10	3,00e-09	1,00e-09	5,43e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,43e-08	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,792591800	1,003819800	35,249026000	37,097206000	2,341569600	1,660276000	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	9,86e-09	5,43e-09	1,43e-08	1,00e-09	2,50e-09
2,790960200	1,208122200	34,608957000	36,066928000	2,374426100	1,806895100	5,43e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	6,00e-09	1,00e-09	6,00e-09	1,87e-08	1,43e-08	1,00e-09
2,629150500	1,334347500	17,044501000	29,416546000	1,739594400	2,001738400	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	2,31e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09
1,979055300	1,661184300	15,664893000	28,840748000	1,389185200	2,427318200	3,80e-10	5,43e-09	9,86e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	2,31e-08	1,00e-09
2,306952400	1,179485300	37,799969000	34,644127000	2,328580900	2,160590900	5,43e-10	3,00e-09	9,86e-09	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,095830400	1,621050500	13,999094000	28,893719000	1,393684800	2,414317600	3,80e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,20e-08	1,10e-08	1,00e-09
2,621918900	1,345091900	17,036273000	29,474230000	1,733977900	2,021212900	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	1,00e-09	1,00e-09	2,31e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09
2,780166000	1,046997500	34,681900000	36,426703000	2,315557700	1,718828300	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08	5,43e-09	2,50e-09
2,760236500	1,324535800	15,482570000	30,593212000	1,683562100	2,503411800	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	1,43e-08	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,376646400	1,138448700	38,132367000	33,618641000	2,776229700	2,470273400	5,43e-10	3,00e-09	2,76e-08	1,43e-08	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	2,50e-09
2,689946800	1,330575100	15,076821000	28,774542000	1,807614500	1,988376000	1,87e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,87e-08	2,31e-08	1,00e-09
2,681291800	1,182881100	36,451980000	33,988433000	2,568588900	2,273793700	1,87e-09	3,00e-09	1,00e-09	5,43e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,87e-08	5,43e-09	2,50e-09
2,703364500	1,405798000	13,979546000	29,086796000	1,505789300	2,487563900	1,43e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,637924600	1,400821600	14,029090000	28,678171000	1,533749000	2,513725600	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,87e-08	1,00e-09	1,00e-09
2,029257400	1,948019400	14,478062000	25,457749000	1,874569500	2,765863700	1,87e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,25e-08	2,76e-08	9,86e-09	6,00e-09	1,87e-08	3,20e-08	2,50e-09
2,643598200	1,334165000	15,205547000	28,901182000	1,735725400	2,009257000	1,87e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	3,20e-08	1,00e-09
1,941104800	1,677278700	13,782154000	27,923929000	1,390397500	2,437110900	1,87e-09	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,87e-08
1,987379100	2,083456600	15,225336000	25,415040000	1,868605800	2,770463500	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	2,76e-08	9,86e-09	6,00e-09	1,87e-08	3,20e-08	2,76e-08
1,940361100	1,716279200	13,793157000	27,977383000	1,389429700	2,435988100	1,87e-09	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	3,20e-08
2,759203300	1,156771100	34,615297000	36,243825000	2,380992900	1,831994300	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08	1,43e-08	1,87e-08
2,562643000	1,399012700	14,733569000	29,156316000	1,519715600	2,486890900	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	9,86e-09	5,43e-09	1,87e-08	1,43e-08	3,20e-08
2,765865200	1,407052800	13,895137000	29,531124000	1,500384500	2,476234900	1,87e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,590523300	1,301654200	16,544462000	29,336394000	1,613535600	2,082316100	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	2,31e-08	1,00e-09	1,00e-09	1,87e-08	1,00e-09	3,20e-08
2,638546400	1,398922400	14,028220000	28,677967000	1,534888200	2,514233200	9,86e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,743097500	1,060901000	37,059892000	36,714762000	2,395149200	1,653700200	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	3,20e-08
1,986456900	1,649282800	13,689176000	27,771129000	1,397338000	2,449102900	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	2,76e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,87e-08
2,373506700	1,496227900	14,205363000	29,852896000	1,430837400	2,435594700	2,76e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	2,31e-08	1,00e-09
2,692744500	1,345335500	15,543320000	29,332333000	1,653890700	2,552483300	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	1,00e-09	1,87e-08	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	3,20e-08
2,755194400	1,177093900	34,573740000	36,208818000	2,394660500	1,858316600	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,803315300	0,999650620	34,754472000	36,631620000	2,276703300	1,659220000	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08	1,00e-09	1,87e-08
2,642782200	1,332798800	15,423756000	29,033860000	1,706525800	2,031947600	1,87e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	2,76e-08	1,00e-09
2,771928500	1,143106200	34,593435000	36,048308000	2,381456400	1,820305400	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,00e-09	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,743109300	1,060020800	37,053148000	36,709535000	2,393643700	1,652771300	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08
2,563369900	1,396110800	14,735198000	29,131018000	1,523822800	2,489397200	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	9,86e-09	5,43e-09	1,87e-08	1,43e-08	1,00e-09
2,083920100	2,228555800	15,503400000	25,178251000	1,984157600	2,852109100	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	3,20e-08	3,20e-08
2,731375400	1,075169500	36,688044000	36,438897000	2,398130700	1,688424800	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	2,50e-09
1,889141900	1,687850300	14,443892000	27,519135000	1,414766500	2,454470900	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,00e-09
2,008047400	1,834857900	13,786082000	26,243458000	1,586027400	2,573549400	9,86e-10	5,43e-09	8,76e-09	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	3,20e-08	1,00e-09
2,638444800	1,367765800	15,745443000	29,232022000	1,737839900	2,021452400	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,00e-09
1,969148700	1,622211300	14,325858000	27,711780000	1,398200100	2,441942900	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,10e-08	1,00e-09
1,947215600	1,640309800	13,764524000	27,833823000	1,392936500	2,438899800	1,87e-09	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,00e-09
2,794319200	1,007985500	34,810854000	36,562158000	2,299223100	1,666649900	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,00e-09	6,00e-09	1,87e-08	1,00e-09	1,00e-09
1,970266900	1,621229000	14,311885000	27,685296000	1,398758300	2,442292600	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,703427100	1,237779100	35,772486000	35,678083000	2,415252700	1,812985500	3,80e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,87e-08
2,739576400	1,060014100	36,966507000	36,640537000	2,393154300	1,660228300	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,87e-08
2,847090300	0,962270500	36,321254000	37,432610000	2,316550900	1,635019300	1,87e-09	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	3,20e-08
2,794638700	1,307833800	15,758432000	30,700971000	1,676625200	2,477666200	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,455824200	1,457525500	13,914725000	27,688575000	1,605103400	2,588188500	3,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,470469400	1,108832800	36,176559000	34,425661000	2,552518400	2,263353900	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,795358800	1,005979600	34,789733000	36,522104000	2,293116200	1,666073100	9,86e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,435319200	1,460416500	13,898333000	27,654786000	1,546851700	2,553992100	6,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,766611800	1,142253100	34,599399000	36,161741000	2,360706300	1,805414300	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,719552200	1,124606400	35,970966000	35,931335000	2,389409900	1,757139800	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,87e-08	1,10e-08	1,00e-09
2,789021700	1,185213400	36,074870000	34,354782000	2,646836200	2,306163700	5,43e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,25e-08	1,00e-09	1,87e-08	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,831526200	1,256997200	36,535975000	35,624329000	2,424798500	1,799496000	3,80e-10	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	2,31e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09
1,954530600	1,853902700	14,905014000	25,621454000	1,761994500	2,697369800	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,777233000	1,270515500	16,418347000	30,715679000	1,650248600	2,361074900	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,209842400	1,499405300	14,615229000	27,218181000	1,555564000	2,565779000	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,471098700	1,428826500	13,950567000	28,053579000	1,550844500	2,543563300	6,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,43e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,807698300	1,095817900	34,965879000	36,294052000	2,329645400	1,704147400	1,87e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,43e-08	1,87e-08	1,43e-08	1,87e-08
2,712946900	1,072155800	35,770506000	35,676415000	2,415220600	1,812973000	3,80e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	2,50e-09
2,408846400	1,275091500	36,685811000	34,915856000	2,297272900	2,133335300	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,056377800	1,585500500	13,759311000	26,803991000	1,525395900	2,540177600	9,86e-10	5,43e-09	2,31e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,301273400	1,287430100	36,997555000	36,929802000	2,155800000	2,077442200	3,80e-10	3,00e-09	2,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,335514000	1,565931200	13,709217000	28,342953000	1,390423400	2,437854100	1,87e-09	5,43e-09	2,31e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,624349800	1,253520600	18,136472000	29,430556000	1,608748800	2,111487600	1,43e-09	5,43e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,411720800	1,484667600	13,892162000	27,427142000	1,617998400	2,601969200	6,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	5,43e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09	1,43e-08	1,00e-09
2,623208700	1,247150800	18,408919000	29,457727000	1,614133900	2,105809400	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,720426400	1,205722500	35,403630000	35,532477000	2,405440500	1,856685300	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,435993900	1,459800500	13,897629000	27,655674000	1,547102700	2,554015600	6,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,20e-08	1,10e-08	1,00e-09
2,630390800	1,363013400	15,322800000	29,024988000	1,634629400	2,550288200	5,43e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	9,86e-09	9,86e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,792570300	1,001006100	35,298472000	37,148290000	2,338495600	1,646081500	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,807543600	1,242549400	36,145118000	35,341261000	2,428703100	1,864759500	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	2,31e-08	1,00e-09
2,788452200	1,271974400	16,353171000	30,668404000	1,651940800	2,366780600	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,221776000	1,503325000	14,226117000	28,489117000	1,400994400	2,443173900	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,00e-09	1,00e-09
1,951826200	2,374060400	15,660075000	25,139431000	2,047267500	2,904136500	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	2,76e-08	5,43e-09	1,00e-09	2,76e-08	9,86e-09	6,00e-09	1,87e-08	1,43e-08	1,87e-08
2,779722800	1,192618300	36,586193000	35,654135000	2,424604200	1,797788200	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,00e-09
2,751717400	1,392261700	14,115176000	28,816202000	1,948462300	2,083691400	3,80e-10	5,43e-09	2,76e-08	1,00e-09	5,43e-09	3,20e-08	5,43e-09	1,00e-09	3,20e-08	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,800311200	1,042497700	36,943966000	37,003052000	2,380289300	1,595938400	9,86e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09
2,011537400	1,623100100	14,464157000	26,469136000	1,563093500	2,566200700	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,10e-08	2,50e-09
1,809597300	1,728641000	13,749663000	27,186633000	1,432591300	2,471454600	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,25e-08	2,76e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,744282900	1,057285100	37,048143000	36,706342000	2,392832900	1,651314200	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,00e-09
2,837114100	1,494287000	13,965962000	29,644596000	1,429041100	2,436964000	3,80e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,20e-08	5,43e-09	1,00e-09	1,00e-09	1,87e-08	1,00e-09	1,20e-08	1,00e-09	1,00e-09
2,803922700	1,009769600	36,886365000	37,130444000	2,346921100	1,599073400	1,87e-09	3,00e-09	1,00e-09	5,43e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,20e-08	1,00e-09	1,00e-09
1,968254500	1,914099200	15,052472000	25,484613000	1,821744600	2,735607500	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	5,43e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,87e-08	2,31e-08	1,00e-09
2,708379300	1,131981300	35,231715000	35,394274000	2,431764300	1,910865200	5,43e-10	3,00e-09	2,76e-08	1,00e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,00e-09
2,273596800	1,247415900	36,855653000	35,351184000	2,190612600	2,112470800	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,00e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,20e-08	1,00e-09	1,00e-09
2,720913700	1,123479300	35,895246000	35,875756000	2,381572200	1,764488800	5,43e-10	3,00e-09	9,86e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,20e-08	1,10e-08	2,50e-09
2,735644400	1,077575600	36,610024000	36,453668000	2,389990800	1,684531400	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,20e-08	1,00e-09	1,00e-09
2,680936100	1,373788400	15,256482000	29,027023000	1,881565700	1,983429700	6,80e-10	5,43e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,00e-09	2,76e-08	1,00e-09	1,00e-09	1,87e-08	1,43e-08	1,87e-08
2,616843600	1,256497200	17,835941000	29,551980000	1,578220500	2,165507900	3,80e-10	5,43e-09	2,31e-08	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	6,00e-09	1,20e-08	1,00e-09	3,20e-08
2,343605600	1,277792000	36,828394000	35,788843000	2,221223400	2,097947200	3,80e-10	3,00e-09	2,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	6,00e-09	1,87e-08	5,43e-09	1,00e-09
1,960001100	2,280238600	15,702324000	25,099274000	2,064518900	2,919127300	9,86e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,20e-08	5,43e-09	1,00e-09	2,76e-08	9,86e-09	6,00e-09	1,20e-08	1,10e-08	2,50e-09
1,885113000	1,716360600	14,467986000	27,575454000	1,414335000	2,454911600	1,87e-09	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	9,86e-09	6,00e-09	1,20e-08	1,43e-08	1,87e-08
2,097026700	1,619858800	14,017706000	28,902726000	1,393977400	2,414693400	3,80e-10	5,43e-09	2,76e-08	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	3,20e-08	1,87e-08	1,00e-09	1,20e-08	1,10e-08	2,50e-09
2,269052600	1,279510300	36,978552000	35,975318000	2,163111300	2,095622100	3,80e-10	3,00e-09	1,00e-09	5,43e-09	1,00e-09	3,00e-09	5,43e-09	1,00e-09	1,00e-09	1,87e-08	5,43e-09	1,87e-08	1,00e-09	1,00e-09
2,731381800	1,074848700	36,687175000	36,438231000	2,397943700	1,688234500	3,80e-10	3,00e-09	8,76e-09	1,00e-09	1,00e-09	3,00e-09	1,00e-09	1,00e-09	6,00e-09	1,00e-09	5,43e-09	1,87e-08	1,00e-09	1,00e-09
